Parliament,ParliamentName,State,TotalRegisteredVoters,TotalVotersTurnedOut,VotingPercentage,SpoiledRejectedVotes,UnreturnedBallots,Majority,MalayVoters,PercentageMalayVoters,ChineseVoters,PercentageChineseVoters,IndianVoters,PercentageIndianVoters,IndigenousVoters,PercentageIndigenousVoters,NativeVoters,PercentageNativeVoters,OtherVoters,PercentageOtherVoters,CandidateName,Coalition,Party,TotalCandidatesContested,TotalVotesForCandidate,Won,PreviousMPName,TotalVotesLastElection,LastElectionCoalition,LastElectionMajority,state,Population (Thousands)
P54,gerik,perak,47565,47565,100,0,0,1377,31773,66.8,6378,13.41,1436,3.02,0,0,5779,12.15,2202,4.63,AHMAD TARMIZI MOHD JAM,PH,PH,3,5779,0,DATUK HASBULLAH OSMAN,13243,BN,5528,perak,80480.3
P55,lenggong,perak,36950,36950,100,0,0,879,30728,83.16,4349,11.77,506,1.37,0,0,1182,3.2,188,0.51,SHAMSUL ANUAR NASARAH,BN,UMNO,3,12588,1,DR SHAMSUL ANUAR NASARAH,12523,BN,5773,perak,80480.3
P55,lenggong,perak,36950,36950,100,0,0,879,30728,83.16,4349,11.77,506,1.37,0,0,1182,3.2,188,0.51,JUREY LATIFF MOHD ROSLI,PH,PKR,3,3382,0,DR SHAMSUL ANUAR NASARAH,12523,BN,5773,perak,80480.3
P55,lenggong,perak,36950,36950,100,0,0,879,30728,83.16,4349,11.77,506,1.37,0,0,1182,3.2,188,0.51,MUHAMMAD RIFAAT RAZMAN,PN,PAS,3,11709,0,DR SHAMSUL ANUAR NASARAH,12523,BN,5773,perak,80480.3
P56,larut,perak,65719,65719,100,735,0,11598,59141,89.99,2556,3.89,3680,5.6,0,0,0,0,348,0.53,MOHD SHAFIQ FHADLY MAHMUD,BN,UMNO,4,16752,0,DATUK SERI HAMZAH ZAINUDIN,18184,BN,4486,perak,80480.3
P56,larut,perak,65719,65719,100,735,0,11598,59141,89.99,2556,3.89,3680,5.6,0,0,0,0,348,0.53,ZOLKHARNAIN ABIDIN,PH,AMANAH,4,6207,0,DATUK SERI HAMZAH ZAINUDIN,18184,BN,4486,perak,80480.3
P56,larut,perak,65719,65719,100,735,0,11598,59141,89.99,2556,3.89,3680,5.6,0,0,0,0,348,0.53,DATUK SERI HAMZAH ZAINUDIN,PN,BERSATU,4,28350,1,DATUK SERI HAMZAH ZAINUDIN,18184,BN,4486,perak,80480.3
P56,larut,perak,65719,65719,100,735,0,11598,59141,89.99,2556,3.89,3680,5.6,0,0,0,0,348,0.53,AUZAIE FADZLAN SHAHIDI,PEJUANG,PEJUANG,4,566,0,DATUK SERI HAMZAH ZAINUDIN,18184,BN,4486,perak,80480.3
P57,parit  buntar,perak,68502,53596,78.24,592,0,5395,46917,68.49,17694,25.83,3487,5.09,0,0,0,0,411,0.6,DR MUJAHID YUSUF,PH,AMANAH,4,17828,0,DATUK DR MUJAHID YUSOF RAWA,16753,PH,3098,perak,80480.3
P57,parit  buntar,perak,68502,53596,78.24,592,0,5395,46917,68.49,17694,25.83,3487,5.09,0,0,0,0,411,0.6,MOHD MISBAHUL MUNIR MASDUKI,PN,PAS,4,23223,1,DATUK DR MUJAHID YUSOF RAWA,16753,PH,3098,perak,80480.3
P57,parit  buntar,perak,68502,53596,78.24,592,0,5395,46917,68.49,17694,25.83,3487,5.09,0,0,0,0,411,0.6,IMRAN MOHD YUSOF,BN,UMNO,4,11593,0,DATUK DR MUJAHID YUSOF RAWA,16753,PH,3098,perak,80480.3
P57,parit  buntar,perak,68502,53596,78.24,592,0,5395,46917,68.49,17694,25.83,3487,5.09,0,0,0,0,411,0.6,ROHIJAS,PEJUANG,PEJUANG,4,259,0,DATUK DR MUJAHID YUSOF RAWA,16753,PH,3098,perak,80480.3
P58, bagan serai,perak,80293,63521,79.11,895,0,18551,62951,78.4,9901,12.33,7214,8.98,0,0,0,0,304,0.38,IDRIS AHMAD,PN,PAS,4,33753,1,NOOR AZMI GHAZALI,17220,BN,172,perak,80480.3
P58, bagan serai,perak,80293,63521,79.11,895,0,18551,62951,78.4,9901,12.33,7214,8.98,0,0,0,0,304,0.38,SITI AISHAH SHAIK ISMAIL,PH,PKR,4,13195,0,NOOR AZMI GHAZALI,17220,BN,172,perak,80480.3
P58, bagan serai,perak,80293,63521,79.11,895,0,18551,62951,78.4,9901,12.33,7214,8.98,0,0,0,0,304,0.38,AHMAD LUQMAN AHMAD YAHAYA,PEJUANG,PEJUANG,4,383,0,NOOR AZMI GHAZALI,17220,BN,172,perak,80480.3
P58, bagan serai,perak,80293,63521,79.11,895,0,18551,62951,78.4,9901,12.33,7214,8.98,0,0,0,0,304,0.38,ZULHELMI GHAZALI,BN,UMNO,4,15202,0,NOOR AZMI GHAZALI,17220,BN,172,perak,80480.3
P59,bukit gantang,perak,94253,94253,100,1033,0,12756,67225,71.32,17974,19.07,8515,9.03,0,0,0,0,543,0.58,SYED ABU HUSSIN HAFIZ SYED ABDUL FASAL,PN,BERSATU,4,32625,1,SYED ABU HUSSIN  HAFIZ SYED ABDUL  FASAL,22450,BN,4089,perak,80480.3
P59,bukit gantang,perak,94253,94253,100,1033,0,12756,67225,71.32,17974,19.07,8515,9.03,0,0,0,0,543,0.58,FAKHARULDIN MOHD HASHIM,PH,AMANAH,4,18565,0,SYED ABU HUSSIN  HAFIZ SYED ABDUL  FASAL,22450,BN,4089,perak,80480.3
P59,bukit gantang,perak,94253,94253,100,1033,0,12756,67225,71.32,17974,19.07,8515,9.03,0,0,0,0,543,0.58,MOHD SHUKRI MOHD YUSOFF,PEJUANG,PEJUANG,4,508,0,SYED ABU HUSSIN  HAFIZ SYED ABDUL  FASAL,22450,BN,4089,perak,80480.3
P59,bukit gantang,perak,94253,94253,100,1033,0,12756,67225,71.32,17974,19.07,8515,9.03,0,0,0,0,543,0.58,MOHAMMAD SOLLEHIN MOHAMAD TAJIE,BN,UMNO,4,19869,0,SYED ABU HUSSIN  HAFIZ SYED ABDUL  FASAL,22450,BN,4089,perak,80480.3
P60, taiping,perak,121566,86136,70.86,1121,246,25529,43095,35.45,60698,49.93,16849,13.86,0,0,0,0,924,0.76,NEOW CHOO SEONG,BN,MCA,6,14599,0,TEH KOK LIM,42997,PH,27384,perak,80480.3
P60, taiping,perak,121566,86136,70.86,1121,246,25529,43095,35.45,60698,49.93,16849,13.86,0,0,0,0,924,0.76,M. MOHGANAN,BEBAS,BEBAS,6,236,0,TEH KOK LIM,42997,PH,27384,perak,80480.3
P60, taiping,perak,121566,86136,70.86,1121,246,25529,43095,35.45,60698,49.93,16849,13.86,0,0,0,0,924,0.76,WONG KAH WOH,PH,DAP,6,47098,1,TEH KOK LIM,42997,PH,27384,perak,80480.3
P60, taiping,perak,121566,86136,70.86,1121,246,25529,43095,35.45,60698,49.93,16849,13.86,0,0,0,0,924,0.76,DATUK SEE TEAN SENG,PN,GERAKAN,6,21569,0,TEH KOK LIM,42997,PH,27384,perak,80480.3
P60, taiping,perak,121566,86136,70.86,1121,246,25529,43095,35.45,60698,49.93,16849,13.86,0,0,0,0,924,0.76,DR A. RAMA MOORTHY @ STEVEN RAM,BEBAS,BEBAS,6,113,0,TEH KOK LIM,42997,PH,27384,perak,80480.3
P60, taiping,perak,121566,86136,70.86,1121,246,25529,43095,35.45,60698,49.93,16849,13.86,0,0,0,0,924,0.76,LEOW THYE YIH,BEBAS,BEBAS,6,1154,0,TEH KOK LIM,42997,PH,27384,perak,80480.3
P61, padang rengas,perak,38686,30316,78.36,370,68,3046,30190,78.04,5708,14.75,2603,6.73,0,0,0,0,222,0.57,KAPTEN AZAHARI HASAN,PN,BERSATU,3,12931,1,DATUK SERI MOHAMED NAZRI ABDUL AZIZ,10491,BN,2548,perak,80480.3
P61, padang rengas,perak,38686,30316,78.36,370,68,3046,30190,78.04,5708,14.75,2603,6.73,0,0,0,0,222,0.57,DATUK MOHD ARRIF ABDUL MAJID,BN,UMNO,3,9885,0,DATUK SERI MOHAMED NAZRI ABDUL AZIZ,10491,BN,2548,perak,80480.3
P61, padang rengas,perak,38686,30316,78.36,370,68,3046,30190,78.04,5708,14.75,2603,6.73,0,0,0,0,222,0.57,MUHAMMAD KAMIL ABDUL MUNIM,PH,PKR,3,7062,0,DATUK SERI MOHAMED NAZRI ABDUL AZIZ,10491,BN,2548,perak,80480.3
P62, sungai siput,perak,72395,52725,72.83,991,85,1846,24774,34.22,24998,34.53,15321,21.16,0,0,7010,9.68,311,0.43,R. INDRANI,BEBAS,BEBAS,7,614,0,S KESAVAN,20817,PH,5607,perak,80480.3
P62, sungai siput,perak,72395,52725,72.83,991,85,1846,24774,34.22,24998,34.53,15321,21.16,0,0,7010,9.68,311,0.43,BAHARUDIN KAMARUDIN,BEBAS,BEBAS,7,598,0,S KESAVAN,20817,PH,5607,perak,80480.3
P62, sungai siput,perak,72395,52725,72.83,991,85,1846,24774,34.22,24998,34.53,15321,21.16,0,0,7010,9.68,311,0.43,TAN SRI S.A. VIGNESWARAN,BN,MIC,7,19791,0,S KESAVAN,20817,PH,5607,perak,80480.3
P62, sungai siput,perak,72395,52725,72.83,991,85,1846,24774,34.22,24998,34.53,15321,21.16,0,0,7010,9.68,311,0.43,S. KESAVAN,PH,PKR,7,21637,1,S KESAVAN,20817,PH,5607,perak,80480.3
P62, sungai siput,perak,72395,52725,72.83,991,85,1846,24774,34.22,24998,34.53,15321,21.16,0,0,7010,9.68,311,0.43,AHMAD FAUZI MOHD JAAFAR,PEJUANG,PEJUANG,7,784,0,S KESAVAN,20817,PH,5607,perak,80480.3
P62, sungai siput,perak,72395,52725,72.83,991,85,1846,24774,34.22,24998,34.53,15321,21.16,0,0,7010,9.68,311,0.43,N. RAJAH,BEBAS,BEBAS,7,35,0,S KESAVAN,20817,PH,5607,perak,80480.3
P62, sungai siput,perak,72395,52725,72.83,991,85,1846,24774,34.22,24998,34.53,15321,21.16,0,0,7010,9.68,311,0.43,DATUK SERI G. IRUDIANATHAN,PN,BERSATU,7,8190,0,S KESAVAN,20817,PH,5607,perak,80480.3
P63, tambun,perak,160558,126444,78.75,1369,306,3736,103735,64.61,32852,20.46,19990,12.45,0,0,1584,0.99,3828,2.38,DATUK SERI ANWAR IBRAHIM,PH,PKR,4,49625,1,AHMAD FAIZAL AZUMU,38661,PH,5320,perak,80480.3
P63, tambun,perak,160558,126444,78.75,1369,306,3736,103735,64.61,32852,20.46,19990,12.45,0,0,1584,0.99,3828,2.38,DATUK AMINUDDIN MD HANAFIAH,BN,UMNO,4,28140,0,AHMAD FAIZAL AZUMU,38661,PH,5320,perak,80480.3
P63, tambun,perak,160558,126444,78.75,1369,306,3736,103735,64.61,32852,20.46,19990,12.45,0,0,1584,0.99,3828,2.38,ABDUL RAHIM TAHIR,PEJUANG,CALON LANGSUNG,4,1115,0,AHMAD FAIZAL AZUMU,38661,PH,5320,perak,80480.3
P63, tambun,perak,160558,126444,78.75,1369,306,3736,103735,64.61,32852,20.46,19990,12.45,0,0,1584,0.99,3828,2.38,DATUK SERI AHMAD FAIZAL AZUMU,PN,BERSATU,4,45889,0,AHMAD FAIZAL AZUMU,38661,PH,5320,perak,80480.3
P64,ipoh timur,perak,118178,80839,68.4,678,381,43888,27493,23.26,80602,68.2,8858,7.5,0,0,0,0,1218,1.03,NOR AFZAINIZAM SALLEH,PN,BERSATU,3,13661,0,WONG KAH WOH,56519,PH,42797,perak,80480.3
P64,ipoh timur,perak,118178,80839,68.4,678,381,43888,27493,23.26,80602,68.2,8858,7.5,0,0,0,0,1218,1.03,NG KAI CHEONG,BN,MCA,3,8570,0,WONG KAH WOH,56519,PH,42797,perak,80480.3
P64,ipoh timur,perak,118178,80839,68.4,678,381,43888,27493,23.26,80602,68.2,8858,7.5,0,0,0,0,1218,1.03,HOWARD LEE CHUAN HOW,PH,DAP,3,57549,1,WONG KAH WOH,56519,PH,42797,perak,80480.3
P65,ipoh barat,perak,114654,79314,69.18,773,185,56667,15381,13.42,67515,58.89,30835,26.89,0,0,0,0,908,0.79,LOW GUO NAN,BN,MCA,4,7248,0,M KULASEGARAN,55613,PH,45724,perak,80480.3
P65,ipoh barat,perak,114654,79314,69.18,773,185,56667,15381,13.42,67515,58.89,30835,26.89,0,0,0,0,908,0.79,M. KULASEGARAN,PH,DAP,4,63915,1,M KULASEGARAN,55613,PH,45724,perak,80480.3
P65,ipoh barat,perak,114654,79314,69.18,773,185,56667,15381,13.42,67515,58.89,30835,26.89,0,0,0,0,908,0.79,CHEK KWONG WENG,PN,GERAKAN,4,6815,0,M KULASEGARAN,55613,PH,45724,perak,80480.3
P65,ipoh barat,perak,114654,79314,69.18,773,185,56667,15381,13.42,67515,58.89,30835,26.89,0,0,0,0,908,0.79,TAN SRI M. KAYVEAS,BEBAS,BEBAS,4,378,0,M KULASEGARAN,55613,PH,45724,perak,80480.3
P66,batu gajah,perak,111896,75935,67.86,825,155,53836,14300,12.78,77147,68.95,19773,17.67,0,0,0,0,744,0.66,TEOH CHIN CHONG,BN,MCA,3,6793,0,SIVAKUMAR VARATHARAJU NAIDU,52850,PH,43868,perak,80480.3
P66,batu gajah,perak,111896,75935,67.86,825,155,53836,14300,12.78,77147,68.95,19773,17.67,0,0,0,0,744,0.66,V. SIVAKUMAR,PH,DAP,3,60999,1,SIVAKUMAR VARATHARAJU NAIDU,52850,PH,43868,perak,80480.3
P66,batu gajah,perak,111896,75935,67.86,825,155,53836,14300,12.78,77147,68.95,19773,17.67,0,0,0,0,744,0.66,WOO CHEONG YUEN,PN,GERAKAN,3,7163,0,SIVAKUMAR VARATHARAJU NAIDU,52850,PH,43868,perak,80480.3
P67,kuala kangsar,perak,46985,36229,77.11,442,33,3566,33109,70.47,9848,20.96,3075,6.54,0,0,554,1.18,421,0.9,DATUK ISKANDAR DZULKARNAIN ABDUL KHALID,PN,BERSATU,4,14380,1,MASTURA YAZID,12102,BN,731,perak,80480.3
P67,kuala kangsar,perak,46985,36229,77.11,442,33,3566,33109,70.47,9848,20.96,3075,6.54,0,0,554,1.18,421,0.9,DATUK MASLIN SHAM RAZMAN,BN,UMNO,4,10814,0,MASTURA YAZID,12102,BN,731,perak,80480.3
P67,kuala kangsar,perak,46985,36229,77.11,442,33,3566,33109,70.47,9848,20.96,3075,6.54,0,0,554,1.18,421,0.9,YUSMALIA MOHAMAD YUSOF,PEJUANG,PEJUANG,4,204,0,MASTURA YAZID,12102,BN,731,perak,80480.3
P67,kuala kangsar,perak,46985,36229,77.11,442,33,3566,33109,70.47,9848,20.96,3075,6.54,0,0,554,1.18,421,0.9,AHMAD TERMIZI RAMLI,PH,AMANAH,4,10356,0,MASTURA YAZID,12102,BN,731,perak,80480.3
P68,beruas,perak,108249,73483,67.88,1124,186,33971,29420,27.18,61482,56.8,16486,15.23,0,0,0,0,973,0.9,DATUK NGEH KOO HAM,PH,DAP,3,46710,1,NGEH KOO HAM,41231,PH,27954,perak,80480.3
P68,beruas,perak,108249,73483,67.88,1124,186,33971,29420,27.18,61482,56.8,16486,15.23,0,0,0,0,973,0.9,ONG KEAN SING,PN,GERAKAN,3,12739,0,NGEH KOO HAM,41231,PH,27954,perak,80480.3
P68,beruas,perak,108249,73483,67.88,1124,186,33971,29420,27.18,61482,56.8,16486,15.23,0,0,0,0,973,0.9,DING SIEW CHEE,BN,MCA,3,12724,0,NGEH KOO HAM,41231,PH,27954,perak,80480.3
P69,parit,perak,47915,38172,79.67,501,126,2155,44246,92.34,944,1.97,1204,2.51,0,0,1069,2.23,444,0.93,MUHAMMAD ISMI MAT TAIB,PN,PAS,4,17181,1,MOHD NIZAR ZAKARIA,14035,BN,6320,perak,80480.3
P69,parit,perak,47915,38172,79.67,501,126,2155,44246,92.34,944,1.97,1204,2.51,0,0,1069,2.23,444,0.93,NURTHAQAFFAH NORDIN,PH,AMANAH,4,5063,0,MOHD NIZAR ZAKARIA,14035,BN,6320,perak,80480.3
P69,parit,perak,47915,38172,79.67,501,126,2155,44246,92.34,944,1.97,1204,2.51,0,0,1069,2.23,444,0.93,DATUK MOHD NIZAR ZAKARIA,BN,UMNO,4,15026,0,MOHD NIZAR ZAKARIA,14035,BN,6320,perak,80480.3
P69,parit,perak,47915,38172,79.67,501,126,2155,44246,92.34,944,1.97,1204,2.51,0,0,1069,2.23,444,0.93,FAIZOL FADZLI MOHAMED,PEJUANG,PEJUANG,4,275,0,MOHD NIZAR ZAKARIA,14035,BN,6320,perak,80480.3
P70,kampar,perak,89894,60399,67.19,852,161,14330,31223,34.73,47228,52.54,9137,10.16,0,0,1831,2.04,588,0.65,DATUK LEE CHEE LEONG,BN,MCA,4,16137,0,SU KEONG SIONG,30216,PH,11801,perak,80480.3
P70,kampar,perak,89894,60399,67.19,852,161,14330,31223,34.73,47228,52.54,9137,10.16,0,0,1831,2.04,588,0.65,WONG OI FOON,PN,GERAKAN,4,12127,0,SU KEONG SIONG,30216,PH,11801,perak,80480.3
P70,kampar,perak,89894,60399,67.19,852,161,14330,31223,34.73,47228,52.54,9137,10.16,0,0,1831,2.04,588,0.65,CHONG ZHEMIN,PH,DAP,4,30467,1,SU KEONG SIONG,30216,PH,11801,perak,80480.3
P70,kampar,perak,89894,60399,67.19,852,161,14330,31223,34.73,47228,52.54,9137,10.16,0,0,1831,2.04,588,0.65,LEONG CHEOK LUNG,WARISAN,WARISAN,4,655,0,SU KEONG SIONG,30216,PH,11801,perak,80480.3
P71,gopeng,perak,143657,105000,73.09,1092,270,27148,61426,42.76,64190,44.68,13799,9.61,0,0,3057,2.13,1167,0.81,MUHAMMAD FARHAN ABDUL RAHIM,PN,BERSATU,4,28732,0,LEE BOON CHYE,48923,PH,29778,perak,80480.3
P71,gopeng,perak,143657,105000,73.09,1092,270,27148,61426,42.76,64190,44.68,13799,9.61,0,0,3057,2.13,1167,0.81,TING ZHAO SONG,BN,MCA,4,18393,0,LEE BOON CHYE,48923,PH,29778,perak,80480.3
P71,gopeng,perak,143657,105000,73.09,1092,270,27148,61426,42.76,64190,44.68,13799,9.61,0,0,3057,2.13,1167,0.81,TAN KAR HING,PH,DAP,4,55880,1,LEE BOON CHYE,48923,PH,29778,perak,80480.3
P71,gopeng,perak,143657,105000,73.09,1092,270,27148,61426,42.76,64190,44.68,13799,9.61,0,0,3057,2.13,1167,0.81,G. BALACHANDRAN,WARISAN,WARISAN,4,633,0,LEE BOON CHYE,48923,PH,29778,perak,80480.3
P72,tapah,perak,61946,45537,73.51,966,90,5064,28158,45.46,14998,24.21,8568,13.83,0,0,9225,14.89,755,1.22,K. SARASWATHY,PH,PKR,6,13334,0,M SARAVANAN,16086,BN,614,perak,80480.3
P72,tapah,perak,61946,45537,73.51,966,90,5064,28158,45.46,14998,24.21,8568,13.83,0,0,9225,14.89,755,1.22,DATUK MUHAMMAD YADZAN MOHAMMAD,PN,BERSATU,6,12115,0,M SARAVANAN,16086,BN,614,perak,80480.3
P72,tapah,perak,61946,45537,73.51,966,90,5064,28158,45.46,14998,24.21,8568,13.83,0,0,9225,14.89,755,1.22,MOHAMED AKBAR SHERRIF ALI YASIN,WARISAN,WARISAN,6,200,0,M SARAVANAN,16086,BN,614,perak,80480.3
P72,tapah,perak,61946,45537,73.51,966,90,5064,28158,45.46,14998,24.21,8568,13.83,0,0,9225,14.89,755,1.22,DATUK SERI M SARAVANAN,BN,MIC,6,18398,1,M SARAVANAN,16086,BN,614,perak,80480.3
P72,tapah,perak,61946,45537,73.51,966,90,5064,28158,45.46,14998,24.21,8568,13.83,0,0,9225,14.89,755,1.22,M. KATHIRAVAN,BEBAS,BEBAS,6,99,0,M SARAVANAN,16086,BN,614,perak,80480.3
P72,tapah,perak,61946,45537,73.51,966,90,5064,28158,45.46,14998,24.21,8568,13.83,0,0,9225,14.89,755,1.22,MIOR NOR HAIDIR SUHAIMI,PEJUANG,PEJUANG,6,335,0,M SARAVANAN,16086,BN,614,perak,80480.3
P73,pasir salak,perak,74761,58217,77.87,885,309,5003,60573,81.02,9114,12.19,2437,3.26,0,0,2347,3.14,318,0.43,ZAIROL HIZAM ZAKARIA,PEJUANG,PUTRA,4,539,0,TAJUDDIN ABDUL RAHMAN,20003,BN,7712,perak,80480.3
P73,pasir salak,perak,74761,58217,77.87,885,309,5003,60573,81.02,9114,12.19,2437,3.26,0,0,2347,3.14,318,0.43,NIK OMAR NIK ABDUL AZIZ,PH,PKR,4,11693,0,TAJUDDIN ABDUL RAHMAN,20003,BN,7712,perak,80480.3
P73,pasir salak,perak,74761,58217,77.87,885,309,5003,60573,81.02,9114,12.19,2437,3.26,0,0,2347,3.14,318,0.43,JAMALUDDIN YAHYA,PN,PAS,4,24897,1,TAJUDDIN ABDUL RAHMAN,20003,BN,7712,perak,80480.3
P73,pasir salak,perak,74761,58217,77.87,885,309,5003,60573,81.02,9114,12.19,2437,3.26,0,0,2347,3.14,318,0.43,KHAIRUL AZWAN HARUN,BN,UMNO,4,19894,0,TAJUDDIN ABDUL RAHMAN,20003,BN,7712,perak,80480.3
P74,lumut,perak,92972,72672,78.17,990,520,363,66971,72.03,12912,13.89,10458,11.25,0,0,0,0,2196,2.36,DATUK SERI DR ZAMBRY ABD KADIR,BN,UMNO,5,24849,0,DR HATTA RAMLI,21955,PH,400,perak,80480.3
P74,lumut,perak,92972,72672,78.17,990,520,363,66971,72.03,12912,13.89,10458,11.25,0,0,0,0,2196,2.36,DATUK DR MOHD HATTA MD RAMLI,PH,AMANAH,5,20358,0,DR HATTA RAMLI,21955,PH,400,perak,80480.3
P74,lumut,perak,92972,72672,78.17,990,520,363,66971,72.03,12912,13.89,10458,11.25,0,0,0,0,2196,2.36,KOMANDER (B) NORDIN AHMAD ISMAIL,PN,BERSATU,5,25212,1,DR HATTA RAMLI,21955,PH,400,perak,80480.3
P74,lumut,perak,92972,72672,78.17,990,520,363,66971,72.03,12912,13.89,10458,11.25,0,0,0,0,2196,2.36,MOHD ISNIN ISMAIL @ IBRAHIM KHAN,WARISAN,WARISAN,5,358,0,DR HATTA RAMLI,21955,PH,400,perak,80480.3
P74,lumut,perak,92972,72672,78.17,990,520,363,66971,72.03,12912,13.89,10458,11.25,0,0,0,0,2196,2.36,MAZLAN ABDUL GHANI,PEJUANG,PEJUANG,5,385,0,DR HATTA RAMLI,21955,PH,400,perak,80480.3
P75,bagan datuk,perak,58183,42695,73.38,748,91,348,32059,55.1,12044,20.7,13906,23.9,0,0,0,0,175,0.3,MOHAMED TAWFIK TUN DR ISMAIL,BEBAS,BEBAS,4,226,0,AHMAD ZAHID HAMIDI,18909,BN,5073,perak,80480.3
P75,bagan datuk,perak,58183,42695,73.38,748,91,348,32059,55.1,12044,20.7,13906,23.9,0,0,0,0,175,0.3,DR MUHAMMAD FAIZ NA'AMAN,PN,BERSATU,4,8822,0,AHMAD ZAHID HAMIDI,18909,BN,5073,perak,80480.3
P75,bagan datuk,perak,58183,42695,73.38,748,91,348,32059,55.1,12044,20.7,13906,23.9,0,0,0,0,175,0.3,DATUK SERI SHAMSUL ISKANDAR MOHD AKIN,PH,PKR,4,16230,0,AHMAD ZAHID HAMIDI,18909,BN,5073,perak,80480.3
P75,bagan datuk,perak,58183,42695,73.38,748,91,348,32059,55.1,12044,20.7,13906,23.9,0,0,0,0,175,0.3,DATUK SERI DR AHMAD ZAHID HAMIDI,BN,UMNO,4,16578,1,AHMAD ZAHID HAMIDI,18909,BN,5073,perak,80480.3
P76,teluk intan,perak,87222,65128,74.67,716,218,15169,36621,41.99,33430,38.33,16306,18.69,0,0,220,0.25,715,0.82,NGA KOR MING,PH,DAP,4,33133,1,NGA KOR MING,29170,PH,11179,perak,80480.3
P76,teluk intan,perak,87222,65128,74.67,716,218,15169,36621,41.99,33430,38.33,16306,18.69,0,0,220,0.25,715,0.82,DATUK T MURUGIAH,BN,MIC,4,12304,0,NGA KOR MING,29170,PH,11179,perak,80480.3
P76,teluk intan,perak,87222,65128,74.67,716,218,15169,36621,41.99,33430,38.33,16306,18.69,0,0,220,0.25,715,0.82,AMIR KHUSYAIRI MOHAMAD TANUSI,PEJUANG,PEJUANG,4,793,0,NGA KOR MING,29170,PH,11179,perak,80480.3
P76,teluk intan,perak,87222,65128,74.67,716,218,15169,36621,41.99,33430,38.33,16306,18.69,0,0,220,0.25,715,0.82,DATUK ZAINOL FADZI PAHARUDIN,PN,BERSATU,4,17964,0,NGA KOR MING,29170,PH,11179,perak,80480.3
P77, tanjong malim,perak,93873,70928,75.56,1144,113,3541,51618,54.99,22130,23.57,12170,12.96,0,0,6803,7.25,1138,1.21,JAMALUDDIN MOHD RADZI,BEBAS,BEBAS,6,1032,0,CHANG LIH KANG,24672,PH,5358,perak,80480.3
P77, tanjong malim,perak,93873,70928,75.56,1144,113,3541,51618,54.99,22130,23.57,12170,12.96,0,0,6803,7.25,1138,1.21,MOHD NOR IZZAT MOHD JOHARI,BEBAS,BEBAS,6,328,0,CHANG LIH KANG,24672,PH,5358,perak,80480.3
P77, tanjong malim,perak,93873,70928,75.56,1144,113,3541,51618,54.99,22130,23.57,12170,12.96,0,0,6803,7.25,1138,1.21,CHANG LIH KANG,PH,PKR,6,25140,1,CHANG LIH KANG,24672,PH,5358,perak,80480.3
P77, tanjong malim,perak,93873,70928,75.56,1144,113,3541,51618,54.99,22130,23.57,12170,12.96,0,0,6803,7.25,1138,1.21,DATUK DR MAH HANG SOON,BN,MCA,6,20963,0,CHANG LIH KANG,24672,PH,5358,perak,80480.3
P77, tanjong malim,perak,93873,70928,75.56,1144,113,3541,51618,54.99,22130,23.57,12170,12.96,0,0,6803,7.25,1138,1.21,DATUK NOLEE ASHILIN MOHAMMED RADZI,PN,BERSATU,6,21599,0,CHANG LIH KANG,24672,PH,5358,perak,80480.3
P77, tanjong malim,perak,93873,70928,75.56,1144,113,3541,51618,54.99,22130,23.57,12170,12.96,0,0,6803,7.25,1138,1.21,DR AMIR HAMZAH ABDUL RAJAK,PEJUANG,IMAN,6,609,0,CHANG LIH KANG,24672,PH,5358,perak,80480.3
P78,cameron highlands,pahang,46020,34190,74.29,850,0,4544,14243,30.95,12435,27.02,5559,12.08,0,0,13327,28.96,460,1,RAMLI   MOHD NOR,BN,UMNO,3,16120,1,SIVARRAAJH  CHANDRAN,10307,BN,597,pahang,51561.299999999996
P78,cameron highlands,pahang,46020,34190,74.29,850,0,4544,14243,30.95,12435,27.02,5559,12.08,0,0,13327,28.96,460,1,ABDUL RASID BIN MOHAMEDALI,PN,BERSATU,3,5569,0,SIVARRAAJH  CHANDRAN,10307,BN,597,pahang,51561.299999999996
P78,cameron highlands,pahang,46020,34190,74.29,850,0,4544,14243,30.95,12435,27.02,5559,12.08,0,0,13327,28.96,460,1,CHIONG YOKE KONG,PH,DAP,3,11576,0,SIVARRAAJH  CHANDRAN,10307,BN,597,pahang,51561.299999999996
P79, lipis,pahang,47146,36343,77.09,388,100,6118,36896,78.26,6935,14.71,2348,4.98,0,0,547,1.16,89,0.19,DATUK MOHAMAD SHAHRUM OSMAN,PN,BERSATU,4,11554,0,ABDUL RAHMAN  MOHAMAD,13995,BN,6569,pahang,51561.299999999996
P79, lipis,pahang,47146,36343,77.09,388,100,6118,36896,78.26,6935,14.71,2348,4.98,0,0,547,1.16,89,0.19,AISHATON ABU BAKAR,PEJUANG,PEJUANG,4,263,0,ABDUL RAHMAN  MOHAMAD,13995,BN,6569,pahang,51561.299999999996
P79, lipis,pahang,47146,36343,77.09,388,100,6118,36896,78.26,6935,14.71,2348,4.98,0,0,547,1.16,89,0.19,TENGKU ZULPURI SHAH RAJA PUJI,PH,DAP,4,6366,0,ABDUL RAHMAN  MOHAMAD,13995,BN,6569,pahang,51561.299999999996
